"Time stamp","Irradiance GHI from weather file | (W/m2)","System power generated | (kW)"
"May 1, 11:00 pm",0,-1.90284
"May 2, 12:00 am",0,-1.90284
"May 2, 01:00 am",0,-1.90284
"May 2, 02:00 am",0,-1.90284
"May 2, 03:00 am",0,-1.90284
"May 2, 04:00 am",0,-1.90284
"May 2, 05:00 am",5,99.7489
"May 2, 06:00 am",80,6307.3
"May 2, 07:00 am",281,26103.8
"May 2, 08:00 am",379,36362
"May 2, 09:00 am",466,45179.8
"May 2, 10:00 am",596,59824
"May 2, 11:00 am",603,60134.8
"May 2, 12:00 pm",144,11382.5
"May 2, 01:00 pm",569,52757.1
"May 2, 02:00 pm",108,8396.16
"May 2, 03:00 pm",395,34995.7
"May 2, 04:00 pm",454,40900.7
"May 2, 05:00 pm",304,21495.1
"May 2, 06:00 pm",158,5499.12
"May 2, 07:00 pm",38,937.281
"May 2, 08:00 pm",0,-1.90284
"May 2, 09:00 pm",0,-1.90284
"May 2, 10:00 pm",0,-1.90284
"May 2, 11:00 pm",0,-1.90284
"May 3, 12:00 am",0,-1.90284
"May 3, 01:00 am",0,-1.90284
"May 3, 02:00 am",0,-1.90284
"May 3, 03:00 am",0,-1.90284
"May 3, 04:00 am",0,-1.90284
"May 3, 05:00 am",67,2167.02
"May 3, 06:00 am",200,15028.4
"May 3, 07:00 am",353,34953.3
"May 3, 08:00 am",502,53065.1
"May 3, 09:00 am",631,67128.6
"May 3, 10:00 am",729,74463.7
"May 3, 11:00 am",558,53123.1
"May 3, 12:00 pm",517,47844.3
"May 3, 01:00 pm",770,74463.7
"May 3, 02:00 pm",696,70730.5
"May 3, 03:00 pm",455,41815.9
"May 3, 04:00 pm",364,32494.6
"May 3, 05:00 pm",210,16749.4
"May 3, 06:00 pm",55,4001.59
"May 3, 07:00 pm",8,123.572
"May 3, 08:00 pm",0,-1.90284
"May 3, 09:00 pm",0,-1.90284
"May 3, 10:00 pm",0,-1.90284
"May 3, 11:00 pm",0,-1.90284
"May 4, 12:00 am",0,-1.90284
"May 4, 01:00 am",0,-1.90284
"May 4, 02:00 am",0,-1.90284
"May 4, 03:00 am",0,-1.90284
"May 4, 04:00 am",0,-1.90284
"May 4, 05:00 am",69,2430.98
"May 4, 06:00 am",201,15258.7
"May 4, 07:00 am",352,34863.7
"May 4, 08:00 am",109,8601.59
"May 4, 09:00 am",369,33146.5
"May 4, 10:00 am",362,32236.7
"May 4, 11:00 am",789,74463.7
"May 4, 12:00 pm",513,47247.5
"May 4, 01:00 pm",452,41203.9
"May 4, 02:00 pm",502,46729.7
"May 4, 03:00 pm",608,59321.9
"May 4, 04:00 pm",378,33625.9
"May 4, 05:00 pm",251,19370.1
"May 4, 06:00 pm",128,8005.11
"May 4, 07:00 pm",46,1044.02
"May 4, 08:00 pm",0,-1.90284
"May 4, 09:00 pm",0,-1.90284
"May 4, 10:00 pm",0,-1.90284
"May 4, 11:00 pm",0,-1.90284
"May 5, 12:00 am",0,-1.90284
"May 5, 01:00 am",0,-1.90284
"May 5, 02:00 am",0,-1.90284
"May 5, 03:00 am",0,-1.90284
"May 5, 04:00 am",0,-1.90284
"May 5, 05:00 am",3,-1.90284
"May 5, 06:00 am",67,5162.29
"May 5, 07:00 am",263,23482.5
"May 5, 08:00 am",298,26778.6
"May 5, 09:00 am",298,25238.7
"May 5, 10:00 am",401,35935.9
"May 5, 11:00 am",484,43814
"May 5, 12:00 pm",473,42631.8
"May 5, 01:00 pm",383,33610.1
"May 5, 02:00 pm",316,26461.2
"May 5, 03:00 pm",194,15740.5
"May 5, 04:00 pm",113,8924.38
"May 5, 05:00 pm",80,6108.67
"May 5, 06:00 pm",6,174.581
"May 5, 07:00 pm",4,-1.90284
"May 5, 08:00 pm",0,-1.90284
"May 5, 09:00 pm",0,-1.90284
"May 5, 10:00 pm",0,-1.90284
"May 5, 11:00 pm",0,-1.90284
"May 6, 12:00 am",0,-1.90284
"May 6, 01:00 am",0,-1.90284
"May 6, 02:00 am",0,-1.90284
"May 6, 03:00 am",0,-1.90284
"May 6, 04:00 am",0,-1.90284
"May 6, 05:00 am",6,174.488
"May 6, 06:00 am",26,1776.84
"May 6, 07:00 am",147,12177.9
"May 6, 08:00 am",243,21290.4
"May 6, 09:00 am",484,48390.1
"May 6, 10:00 am",405,37228.1
"May 6, 11:00 am",385,34895.8
"May 6, 12:00 pm",409,37289.6
"May 6, 01:00 pm",425,38871.1
"May 6, 02:00 pm",314,27855.6
"May 6, 03:00 pm",322,28550.2
"May 6, 04:00 pm",296,25612.3
"May 6, 05:00 pm",202,16274.1
"May 6, 06:00 pm",111,7626.87
"May 6, 07:00 pm",13,353.16
"May 6, 08:00 pm",0,-1.90284
"May 6, 09:00 pm",0,-1.90284
"May 6, 10:00 pm",0,-1.90284
"May 6, 11:00 pm",0,-1.90284
"May 7, 12:00 am",0,-1.90284
"May 7, 01:00 am",0,-1.90284
"May 7, 02:00 am",0,-1.90284
"May 7, 03:00 am",0,-1.90284
"May 7, 04:00 am",0,-1.90284
"May 7, 05:00 am",9,398.469
"May 7, 06:00 am",4,34.1747
"May 7, 07:00 am",9,411.373
"May 7, 08:00 am",10,480.838
"May 7, 09:00 am",213,17511.7
"May 7, 10:00 am",76,5706.93
"May 7, 11:00 am",345,30084.4
"May 7, 12:00 pm",283,23265.3
"May 7, 01:00 pm",183,14589.3
"May 7, 02:00 pm",421,37489
"May 7, 03:00 pm",43,3067.29
"May 7, 04:00 pm",220,18271.4
"May 7, 05:00 pm",312,21961.5
"May 7, 06:00 pm",169,6278.39
"May 7, 07:00 pm",50,974.398
"May 7, 08:00 pm",0,-1.90284
"May 7, 09:00 pm",0,-1.90284
"May 7, 10:00 pm",0,-1.90284
"May 7, 11:00 pm",0,-1.90284
"May 8, 12:00 am",0,-1.90284
"May 8, 01:00 am",0,-1.90284
"May 8, 02:00 am",0,-1.90284
"May 8, 03:00 am",0,-1.90284
"May 8, 04:00 am",0,-1.90284
"May 8, 05:00 am",12,626.707
"May 8, 06:00 am",9,413.178
"May 8, 07:00 am",360,35209.8
"May 8, 08:00 am",338,30131.8
"May 8, 09:00 am",320,28119.6
"May 8, 10:00 am",545,55083.1
"May 8, 11:00 am",329,27956.1
"May 8, 12:00 pm",456,42641.2
"May 8, 01:00 pm",553,53622.7
"May 8, 02:00 pm",364,32151
"May 8, 03:00 pm",39,2745.3
"May 8, 04:00 pm",74,5638.09
"May 8, 05:00 pm",12,635.75
"May 8, 06:00 pm",6,173.509
"May 8, 07:00 pm",6,15.691
"May 8, 08:00 pm",0,-1.90284
"May 8, 09:00 pm",0,-1.90284
"May 8, 10:00 pm",0,-1.90284
"May 8, 11:00 pm",0,-1.90284
"May 9, 12:00 am",0,-1.90284
"May 9, 01:00 am",0,-1.90284
"May 9, 02:00 am",0,-1.90284
"May 9, 03:00 am",0,-1.90284
"May 9, 04:00 am",0,-1.90284
"May 9, 05:00 am",8,324.308
"May 9, 06:00 am",213,16076.1
"May 9, 07:00 am",174,14249.5
"May 9, 08:00 am",97,7430.09
"May 9, 09:00 am",138,10863
"May 9, 10:00 am",201,16126.5
"May 9, 11:00 am",444,40758
"May 9, 12:00 pm",233,18751.6
"May 9, 01:00 pm",229,18590.6
"May 9, 02:00 pm",197,15897.5
"May 9, 03:00 pm",353,30728.5
"May 9, 04:00 pm",140,11268.9
"May 9, 05:00 pm",55,4115.59
"May 9, 06:00 pm",48,3487.22
"May 9, 07:00 pm",6,15.1239
"May 9, 08:00 pm",0,-1.90284
"May 9, 09:00 pm",0,-1.90284
"May 9, 10:00 pm",0,-1.90284
"May 9, 11:00 pm",0,-1.90284
"May 10, 12:00 am",0,-1.90284
"May 10, 01:00 am",0,-1.90284
"May 10, 02:00 am",0,-1.90284
"May 10, 03:00 am",0,-1.90284
"May 10, 04:00 am",0,-1.90284
"May 10, 05:00 am",7,249.118
"May 10, 06:00 am",101,7992.11
"May 10, 07:00 am",173,14136.3
"May 10, 08:00 am",101,7876.59
"May 10, 09:00 am",138,10910
"May 10, 10:00 am",416,37189.9
"May 10, 11:00 am",137,10693.4
"May 10, 12:00 pm",207,16614.7
"May 10, 01:00 pm",451,41641.9
"May 10, 02:00 pm",144,11285.7
"May 10, 03:00 pm",297,25463.7
"May 10, 04:00 pm",250,21077.4
"May 10, 05:00 pm",226,17537.2
"May 10, 06:00 pm",4,26.552
"May 10, 07:00 pm",4,-1.90284
"May 10, 08:00 pm",0,-1.90284
"May 10, 09:00 pm",0,-1.90284
"May 10, 10:00 pm",0,-1.90284
"May 10, 11:00 pm",0,-1.90284
"May 11, 12:00 am",0,-1.90284
"May 11, 01:00 am",0,-1.90284
"May 11, 02:00 am",0,-1.90284
"May 11, 03:00 am",0,-1.90284
"May 11, 04:00 am",0,-1.90284
"May 11, 05:00 am",6,172.787
"May 11, 06:00 am",53,3963.45
"May 11, 07:00 am",74,5670.11
"May 11, 08:00 am",193,15735
"May 11, 09:00 am",226,18524.6
"May 11, 10:00 am",85,6435.01
"May 11, 11:00 am",36,2473.53
"May 11, 12:00 pm",236,19168.7
"May 11, 01:00 pm",384,34367.4
"May 11, 02:00 pm",204,16549.1
"May 11, 03:00 pm",68,5094.42
"May 11, 04:00 pm",204,16812
"May 11, 05:00 pm",95,7441.19
"May 11, 06:00 pm",44,3183.52
"May 11, 07:00 pm",5,-1.90284
"May 11, 08:00 pm",0,-1.90284
"May 11, 09:00 pm",0,-1.90284
"May 11, 10:00 pm",0,-1.90284
"May 11, 11:00 pm",0,-1.90284
"May 12, 12:00 am",0,-1.90284
"May 12, 01:00 am",0,-1.90284
"May 12, 02:00 am",0,-1.90284
"May 12, 03:00 am",0,-1.90284
"May 12, 04:00 am",0,-1.90284
"May 12, 05:00 am",4,27.9318
"May 12, 06:00 am",39,2821.26
"May 12, 07:00 am",35,2471.29
"May 12, 08:00 am",163,13176.5
"May 12, 09:00 am",143,11343.3
"May 12, 10:00 am",347,29314.3
"May 12, 11:00 am",52,3741.98
"May 12, 12:00 pm",26,1681.84
"May 12, 01:00 pm",63,4615.47
"May 12, 02:00 pm",184,14768.8
"May 12, 03:00 pm",167,13355.4
"May 12, 04:00 pm",63,4708.18
"May 12, 05:00 pm",101,7895.22
"May 12, 06:00 pm",18,1093.74
"May 12, 07:00 pm",7,88.7116
"May 12, 08:00 pm",0,-1.90284
"May 12, 09:00 pm",0,-1.90284
"May 12, 10:00 pm",0,-1.90284
"May 12, 11:00 pm",0,-1.90284
"May 13, 12:00 am",0,-1.90284
"May 13, 01:00 am",0,-1.90284
"May 13, 02:00 am",0,-1.90284
"May 13, 03:00 am",0,-1.90284
"May 13, 04:00 am",1,-1.90284
"May 13, 05:00 am",4,28.5696
"May 13, 06:00 am",40,2912.01
"May 13, 07:00 am",40,2889.41
"May 13, 08:00 am",64,4821.13
"May 13, 09:00 am",120,9432.82
"May 13, 10:00 am",197,15967.7
"May 13, 11:00 am",290,24056.8
"May 13, 12:00 pm",291,24107.6
"May 13, 01:00 pm",323,27039
"May 13, 02:00 pm",312,26223.1
"May 13, 03:00 pm",311,26313.6
"May 13, 04:00 pm",96,7484.4
"May 13, 05:00 pm",134,10710.4
"May 13, 06:00 pm",9,402.374
"May 13, 07:00 pm",5,9.66434
"May 13, 08:00 pm",0,-1.90284
"May 13, 09:00 pm",0,-1.90284
"May 13, 10:00 pm",0,-1.90284
"May 13, 11:00 pm",0,-1.90284
"May 14, 12:00 am",0,-1.90284
"May 14, 01:00 am",0,-1.90284
"May 14, 02:00 am",0,-1.90284
"May 14, 03:00 am",0,-1.90284
"May 14, 04:00 am",2,-1.90284
"May 14, 05:00 am",4,28.5891
"May 14, 06:00 am",13,722.977
"May 14, 07:00 am",48,3533.12
"May 14, 08:00 am",355,32470.7
"May 14, 09:00 am",362,32304.6
"May 14, 10:00 am",106,8155.64
"May 14, 11:00 am",223,18031.2
"May 14, 12:00 pm",254,20682.3
"May 14, 01:00 pm",133,10455.6
"May 14, 02:00 pm",101,7736.14
"May 14, 03:00 pm",219,17922.5
"May 14, 04:00 pm",108,8494.4
"May 14, 05:00 pm",6,177.28
"May 14, 06:00 pm",8,324.644
"May 14, 07:00 pm",9,260.847
"May 14, 08:00 pm",0,-1.90284
"May 14, 09:00 pm",0,-1.90284
"May 14, 10:00 pm",0,-1.90284
"May 14, 11:00 pm",0,-1.90284
"May 15, 12:00 am",0,-1.90284
"May 15, 01:00 am",0,-1.90284
"May 15, 02:00 am",0,-1.90284
"May 15, 03:00 am",0,-1.90284
"May 15, 04:00 am",14,198.038
"May 15, 05:00 am",4,30.3916
"May 15, 06:00 am",57,4315.6
"May 15, 07:00 am",390,36631.5
"May 15, 08:00 am",535,52423.9
"May 15, 09:00 am",659,64032.2
"May 15, 10:00 am",755,72015.5
"May 15, 11:00 am",814,74463.7
"May 15, 12:00 pm",829,74463.7
"May 15, 01:00 pm",802,74362.6
"May 15, 02:00 pm",733,67426.6
"May 15, 03:00 pm",628,56690.3
"May 15, 04:00 pm",496,42249.8
"May 15, 05:00 pm",349,23760.6
"May 15, 06:00 pm",202,7167.93
"May 15, 07:00 pm",75,1646.72
"May 15, 08:00 pm",0,-1.90284
"May 15, 09:00 pm",0,-1.90284
"May 15, 10:00 pm",0,-1.90284
"May 15, 11:00 pm",0,-1.90284
"May 16, 12:00 am",0,-1.90284
"May 16, 01:00 am",0,-1.90284
"May 16, 02:00 am",0,-1.90284
"May 16, 03:00 am",0,-1.90284
"May 16, 04:00 am",3,-1.90284
"May 16, 05:00 am",102,4112.79
"May 16, 06:00 am",230,17500.8
"May 16, 07:00 am",372,35204.8
"May 16, 08:00 am",509,51003.3
"May 16, 09:00 am",361,31625.4
"May 16, 10:00 am",335,27895
"May 16, 11:00 am",603,58145
"May 16, 12:00 pm",804,74463.7
"May 16, 01:00 pm",782,74463.7
"May 16, 02:00 pm",715,69244.7
"May 16, 03:00 pm",613,57329.9
"May 16, 04:00 pm",485,42248.8
"May 16, 05:00 pm",342,23786.8
"May 16, 06:00 pm",198,7598.87
"May 16, 07:00 pm",74,1871.14
"May 16, 08:00 pm",0,-1.90284
"May 16, 09:00 pm",0,-1.90284
"May 16, 10:00 pm",0,-1.90284
"May 16, 11:00 pm",0,-1.90284
"May 17, 12:00 am",0,-1.90284
"May 17, 01:00 am",0,-1.90284
"May 17, 02:00 am",0,-1.90284
"May 17, 03:00 am",0,-1.90284
"May 17, 04:00 am",16,230.745
"May 17, 05:00 am",108,3867.14
"May 17, 06:00 am",243,18012.1
"May 17, 07:00 am",390,36675.2
"May 17, 08:00 am",532,52732.2
"May 17, 09:00 am",656,65293.1
"May 17, 10:00 am",753,74463.7
"May 17, 11:00 am",811,74463.7
"May 17, 12:00 pm",827,74463.7
"May 17, 01:00 pm",799,74463.7
"May 17, 02:00 pm",732,68852.5
"May 17, 03:00 pm",629,57403
"May 17, 04:00 pm",499,42744.5
"May 17, 05:00 pm",354,24187.4
"May 17, 06:00 pm",208,7273.66
"May 17, 07:00 pm",80,1795.21
"May 17, 08:00 pm",0,-1.90284
"May 17, 09:00 pm",0,-1.90284
"May 17, 10:00 pm",0,-1.90284
"May 17, 11:00 pm",0,-1.90284
"May 18, 12:00 am",0,-1.90284
"May 18, 01:00 am",0,-1.90284
"May 18, 02:00 am",0,-1.90284
"May 18, 03:00 am",0,-1.90284
"May 18, 04:00 am",18,241.761
"May 18, 05:00 am",113,3778.46
"May 18, 06:00 am",194,14978.6
"May 18, 07:00 am",230,19148.8
"May 18, 08:00 am",246,20650
"May 18, 09:00 am",413,36229.9
"May 18, 10:00 am",515,47496.6
"May 18, 11:00 am",384,33249.7
"May 18, 12:00 pm",111,8397.83
"May 18, 01:00 pm",95,7032.77
"May 18, 02:00 pm",84,6277.62
"May 18, 03:00 pm",45,3192.14
"May 18, 04:00 pm",103,7960.97
"May 18, 05:00 pm",74,5672.63
"May 18, 06:00 pm",27,1800.96
"May 18, 07:00 pm",76,2273.58
"May 18, 08:00 pm",0,-1.90284
"May 18, 09:00 pm",0,-1.90284
"May 18, 10:00 pm",0,-1.90284
"May 18, 11:00 pm",0,-1.90284
"May 19, 12:00 am",0,-1.90284
"May 19, 01:00 am",0,-1.90284
"May 19, 02:00 am",0,-1.90284
"May 19, 03:00 am",0,-1.90284
"May 19, 04:00 am",17,374.544
"May 19, 05:00 am",4,27.6397
"May 19, 06:00 am",14,789.278
"May 19, 07:00 am",16,929.019
"May 19, 08:00 am",67,4943.8
"May 19, 09:00 am",269,21850.3
"May 19, 10:00 am",747,74269.6
"May 19, 11:00 am",800,74463.7
"May 19, 12:00 pm",556,52147.7
"May 19, 01:00 pm",417,36163.6
"May 19, 02:00 pm",430,38297.1
"May 19, 03:00 pm",493,44143.4
"May 19, 04:00 pm",478,41110.5
"May 19, 05:00 pm",337,23770.1
"May 19, 06:00 pm",198,8495.84
"May 19, 07:00 pm",76,2488.98
"May 19, 08:00 pm",0,-1.90284
"May 19, 09:00 pm",0,-1.90284
"May 19, 10:00 pm",0,-1.90284
"May 19, 11:00 pm",0,-1.90284
"May 20, 12:00 am",0,-1.90284
"May 20, 01:00 am",0,-1.90284
"May 20, 02:00 am",0,-1.90284
"May 20, 03:00 am",0,-1.90284
"May 20, 04:00 am",19,303.832
"May 20, 05:00 am",113,4336.38
"May 20, 06:00 am",246,18103.7
"May 20, 07:00 am",393,35836.7
"May 20, 08:00 am",535,50939.6
"May 20, 09:00 am",657,62984.9
"May 20, 10:00 am",747,71201.6
"May 20, 11:00 am",805,74463.7
"May 20, 12:00 pm",820,74463.7
"May 20, 01:00 pm",794,73175.4
"May 20, 02:00 pm",726,66074.2
"May 20, 03:00 pm",624,55061.7
"May 20, 04:00 pm",496,41132.5
"May 20, 05:00 pm",353,23707.6
"May 20, 06:00 pm",210,7965.72
"May 20, 07:00 pm",84,2273.12
"May 20, 08:00 pm",0,-1.90284
"May 20, 09:00 pm",0,-1.90284
"May 20, 10:00 pm",0,-1.90284
"May 20, 11:00 pm",0,-1.90284
"May 21, 12:00 am",0,-1.90284
"May 21, 01:00 am",0,-1.90284
"May 21, 02:00 am",0,-1.90284
"May 21, 03:00 am",0,-1.90284
"May 21, 04:00 am",21,391.001
"May 21, 05:00 am",115,4469.22
"May 21, 06:00 am",245,18142.4
"May 21, 07:00 am",385,35604.1
"May 21, 08:00 am",521,50733.1
"May 21, 09:00 am",545,52612
"May 21, 10:00 am",602,58038
"May 21, 11:00 am",643,61902
"May 21, 12:00 pm",601,55867.5
"May 21, 01:00 pm",771,73932.7
"May 21, 02:00 pm",708,66723.7
"May 21, 03:00 pm",612,55793.6
"May 21, 04:00 pm",489,41761.8
"May 21, 05:00 pm",348,23982.8
"May 21, 06:00 pm",206,8206.94
"May 21, 07:00 pm",20,1110.01
"May 21, 08:00 pm",0,-1.90284
"May 21, 09:00 pm",0,-1.90284
"May 21, 10:00 pm",0,-1.90284
"May 21, 11:00 pm",0,-1.90284
"May 22, 12:00 am",0,-1.90284
"May 22, 01:00 am",0,-1.90284
"May 22, 02:00 am",0,-1.90284
"May 22, 03:00 am",0,-1.90284
"May 22, 04:00 am",11,324.192
"May 22, 05:00 am",89,6292.82
"May 22, 06:00 am",196,15303.1
"May 22, 07:00 am",393,36433.2
"May 22, 08:00 am",534,52155
"May 22, 09:00 am",585,57193.1
"May 22, 10:00 am",748,74152.2
"May 22, 11:00 am",805,74463.7
"May 22, 12:00 pm",817,74463.7
"May 22, 01:00 pm",793,74463.7
"May 22, 02:00 pm",723,68024.1
"May 22, 03:00 pm",619,55865.6
"May 22, 04:00 pm",492,41382
"May 22, 05:00 pm",350,23920.9
"May 22, 06:00 pm",209,8418.14
"May 22, 07:00 pm",48,2856.33
"May 22, 08:00 pm",0,-1.90284
"May 22, 09:00 pm",0,-1.90284
"May 22, 10:00 pm",0,-1.90284
"May 22, 11:00 pm",0,-1.90284
"May 23, 12:00 am",0,-1.90284
"May 23, 01:00 am",0,-1.90284
"May 23, 02:00 am",0,-1.90284
"May 23, 03:00 am",0,-1.90284
"May 23, 04:00 am",22,554.036
"May 23, 05:00 am",115,4797.02
"May 23, 06:00 am",245,18096.7
"May 23, 07:00 am",385,35280.1
"May 23, 08:00 am",518,50194.6
"May 23, 09:00 am",631,62051.5
"May 23, 10:00 am",707,69592.2
"May 23, 11:00 am",577,51714.1
"May 23, 12:00 pm",767,74209.7
"May 23, 01:00 pm",739,70280.5
"May 23, 02:00 pm",674,62367.6
"May 23, 03:00 pm",574,50865.9
"May 23, 04:00 pm",444,37045.7
"May 23, 05:00 pm",163,12464.3
"May 23, 06:00 pm",8,304.192
"May 23, 07:00 pm",14,686.815
"May 23, 08:00 pm",1,-1.90284
"May 23, 09:00 pm",0,-1.90284
"May 23, 10:00 pm",0,-1.90284
"May 23, 11:00 pm",0,-1.90284
"May 24, 12:00 am",0,-1.90284
"May 24, 01:00 am",0,-1.90284
"May 24, 02:00 am",0,-1.90284
"May 24, 03:00 am",0,-1.90284
"May 24, 04:00 am",5,25.2139
"May 24, 05:00 am",3,-1.90284
"May 24, 06:00 am",92,7110.46
"May 24, 07:00 am",135,10757.4
"May 24, 08:00 am",225,18387.5
"May 24, 09:00 am",259,21052.5
"May 24, 10:00 am",538,49274.2
"May 24, 11:00 am",781,74463.7
"May 24, 12:00 pm",799,74463.7
"May 24, 01:00 pm",785,74463.7
"May 24, 02:00 pm",490,42880.5
"May 24, 03:00 pm",411,35061.6
"May 24, 04:00 pm",364,30096.9
"May 24, 05:00 pm",318,23217
"May 24, 06:00 pm",218,8862.66
"May 24, 07:00 pm",92,2537.11
"May 24, 08:00 pm",3,-1.90284
"May 24, 09:00 pm",0,-1.90284
"May 24, 10:00 pm",0,-1.90284
"May 24, 11:00 pm",0,-1.90284
"May 25, 12:00 am",0,-1.90284
"May 25, 01:00 am",0,-1.90284
"May 25, 02:00 am",0,-1.90284
"May 25, 03:00 am",0,-1.90284
"May 25, 04:00 am",26,725.765
"May 25, 05:00 am",125,4795.52
"May 25, 06:00 am",258,18896.4
"May 25, 07:00 am",402,36666.8
"May 25, 08:00 am",540,51969.3
"May 25, 09:00 am",658,64097.4
"May 25, 10:00 am",485,42111.4
"May 25, 11:00 am",197,15314
"May 25, 12:00 pm",819,74463.7
"May 25, 01:00 pm",460,39440.9
"May 25, 02:00 pm",506,43976.4
"May 25, 03:00 pm",626,55944
"May 25, 04:00 pm",498,41823.8
"May 25, 05:00 pm",359,24849.6
"May 25, 06:00 pm",218,9195.54
"May 25, 07:00 pm",93,2731.8
"May 25, 08:00 pm",12,254.807
"May 25, 09:00 pm",0,-1.90284
"May 25, 10:00 pm",0,-1.90284
"May 25, 11:00 pm",0,-1.90284
"May 26, 12:00 am",0,-1.90284
"May 26, 01:00 am",0,-1.90284
"May 26, 02:00 am",0,-1.90284
"May 26, 03:00 am",0,-1.90284
"May 26, 04:00 am",29,803.853
"May 26, 05:00 am",131,4869.14
"May 26, 06:00 am",269,19532.6
"May 26, 07:00 am",417,38118.4
"May 26, 08:00 am",561,54172.7
"May 26, 09:00 am",685,66633.5
"May 26, 10:00 am",781,74463.7
"May 26, 11:00 am",508,44200.4
"May 26, 12:00 pm",430,36706.8
"May 26, 01:00 pm",831,74463.7
"May 26, 02:00 pm",767,70645.6
"May 26, 03:00 pm",664,59293.9
"May 26, 04:00 pm",536,45126.6
"May 26, 05:00 pm",390,26507.9
"May 26, 06:00 pm",241,8782.43
"May 26, 07:00 pm",106,2198.57
"May 26, 08:00 pm",16,356.737
"May 26, 09:00 pm",0,-1.90284
"May 26, 10:00 pm",0,-1.90284
"May 26, 11:00 pm",0,-1.90284
"May 27, 12:00 am",0,-1.90284
"May 27, 01:00 am",0,-1.90284
"May 27, 02:00 am",0,-1.90284
"May 27, 03:00 am",0,-1.90284
"May 27, 04:00 am",19,960.188
"May 27, 05:00 am",100,6929.59
"May 27, 06:00 am",180,14217.2
"May 27, 07:00 am",333,29689.1
"May 27, 08:00 am",429,38649
"May 27, 09:00 am",677,68035.1
"May 27, 10:00 am",771,74463.7
"May 27, 11:00 am",736,70819.1
"May 27, 12:00 pm",848,74463.7
"May 27, 01:00 pm",824,74463.7
"May 27, 02:00 pm",760,71689.7
"May 27, 03:00 pm",657,60098.9
"May 27, 04:00 pm",527,45044.7
"May 27, 05:00 pm",382,26511.9
"May 27, 06:00 pm",235,9442.75
"May 27, 07:00 pm",104,2885.03
"May 27, 08:00 pm",16,411.682
"May 27, 09:00 pm",0,-1.90284
"May 27, 10:00 pm",0,-1.90284
"May 27, 11:00 pm",0,-1.90284
"May 28, 12:00 am",0,-1.90284
"May 28, 01:00 am",0,-1.90284
"May 28, 02:00 am",0,-1.90284
"May 28, 03:00 am",0,-1.90284
"May 28, 04:00 am",16,806.311
"May 28, 05:00 am",12,646.578
"May 28, 06:00 am",29,2016.16
"May 28, 07:00 am",83,6456.29
"May 28, 08:00 am",104,8123.63
"May 28, 09:00 am",159,12678
"May 28, 10:00 am",310,25650.8
"May 28, 11:00 am",599,55388.2
"May 28, 12:00 pm",868,74463.7
"May 28, 01:00 pm",841,74463.7
"May 28, 02:00 pm",774,73587.3
"May 28, 03:00 pm",671,61637.1
"May 28, 04:00 pm",540,46331.6
"May 28, 05:00 pm",394,27429.7
"May 28, 06:00 pm",244,9756.45
"May 28, 07:00 pm",109,2797.86
"May 28, 08:00 pm",18,465.015
"May 28, 09:00 pm",0,-1.90284
"May 28, 10:00 pm",0,-1.90284
"May 28, 11:00 pm",0,-1.90284
"May 29, 12:00 am",0,-1.90284
"May 29, 01:00 am",0,-1.90284
"May 29, 02:00 am",0,-1.90284
"May 29, 03:00 am",0,-1.90284
"May 29, 04:00 am",35,972.171
"May 29, 05:00 am",144,5223.2
"May 29, 06:00 am",285,21159.4
"May 29, 07:00 am",433,40622.2
"May 29, 08:00 am",577,56952.8
"May 29, 09:00 am",698,69744.6
"May 29, 10:00 am",577,52897.1
"May 29, 11:00 am",847,74463.7
"May 29, 12:00 pm",862,74463.7
"May 29, 01:00 pm",835,74463.7
"May 29, 02:00 pm",768,71807
"May 29, 03:00 pm",665,60021.4
"May 29, 04:00 pm",537,45472.6
"May 29, 05:00 pm",392,27039
"May 29, 06:00 pm",244,9385.72
"May 29, 07:00 pm",112,2430.99
"May 29, 08:00 pm",19,459.055
"May 29, 09:00 pm",0,-1.90284
"May 29, 10:00 pm",0,-1.90284
"May 29, 11:00 pm",0,-1.90284
"May 30, 12:00 am",0,-1.90284
"May 30, 01:00 am",0,-1.90284
"May 30, 02:00 am",0,-1.90284
"May 30, 03:00 am",0,-1.90284
"May 30, 04:00 am",37,959.82
"May 30, 05:00 am",144,5173.6
"May 30, 06:00 am",284,20866.4
"May 30, 07:00 am",432,39755.8
"May 30, 08:00 am",574,55880.4
"May 30, 09:00 am",697,68927.4
"May 30, 10:00 am",789,74463.7
"May 30, 11:00 am",843,74463.7
"May 30, 12:00 pm",856,74463.7
"May 30, 01:00 pm",829,74463.7
"May 30, 02:00 pm",761,71229.5
"May 30, 03:00 pm",660,59590.1
"May 30, 04:00 pm",534,45019
"May 30, 05:00 pm",390,26685.8
"May 30, 06:00 pm",244,9448.82
"May 30, 07:00 pm",112,2476.95
"May 30, 08:00 pm",10,209.04
"May 30, 09:00 pm",0,-1.90284
"May 30, 10:00 pm",0,-1.90284
"May 30, 11:00 pm",0,-1.90284
"May 31, 12:00 am",0,-1.90284
"May 31, 01:00 am",0,-1.90284
"May 31, 02:00 am",0,-1.90284
"May 31, 03:00 am",0,-1.90284
"May 31, 04:00 am",10,403.449
"May 31, 05:00 am",45,3274.02
"May 31, 06:00 am",180,14132.4
"May 31, 07:00 am",164,13119.3
"May 31, 08:00 am",283,23313.5
"May 31, 09:00 am",336,27802.5
"May 31, 10:00 am",402,34644.6
