"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Jul 22, 01:00 pm,126;;Jul 22;;Jul;22;01:00 pm; 126 ;;;;Jul;22;01:00 pm; 126 ;;;;;
Jul 22, 02:00 pm,162;;Jul 22;;Jul;22;02:00 pm; 162 ;;;;Jul;22;02:00 pm; 162 ;;;;;
Jul 22, 03:00 pm,609.058;;Jul 22;;Jul;22;03:00 pm; 609.058 ;;;;Jul;22;03:00 pm; 609.058 ;;;;;
Jul 22, 04:00 pm,43;;Jul 22;;Jul;22;04:00 pm; 43 ;;;;Jul;22;04:00 pm; 43 ;;;;;
Jul 22, 05:00 pm,73;;Jul 22;;Jul;22;05:00 pm; 73 ;;;;Jul;22;05:00 pm; 73 ;;;;;
Jul 22, 06:00 pm,34;;Jul 22;;Jul;22;06:00 pm; 34 ;;;;Jul;22;06:00 pm; 34 ;;;;;
Jul 22, 07:00 pm,25;;Jul 22;;Jul;22;07:00 pm; 25 ;;;;Jul;22;07:00 pm; 25 ;;;;;
Jul 22, 08:00 pm,6;;Jul 22;;Jul;22;08:00 pm; 6 ;;;;Jul;22;08:00 pm; 6 ;;;;;
Jul 22, 09:00 pm,0;;Jul 22;;Jul;22;09:00 pm; 0 ;;;;Jul;22;09:00 pm; 0 ;;;;;
Jul 22, 10:00 pm,0;;Jul 22;;Jul;22;10:00 pm; 0 ;;;;Jul;22;10:00 pm; 0 ;;;;;
Jul 22, 11:00 pm,0;;Jul 22;;Jul;22;11:00 pm; 0 ;;;;Jul;22;11:00 pm; 0 ;;;;;
Jul 23, 12:00 am,0;;Jul 23;;Jul;23;12:00 am; 0 ;;;;Jul;23;12:00 am; 0 ;;;;;
Jul 23, 01:00 am,0;;Jul 23;;Jul;23;01:00 am; 0 ;;;;Jul;23;01:00 am; 0 ;;;;;
Jul 23, 02:00 am,0;;Jul 23;;Jul;23;02:00 am; 0 ;;;;Jul;23;02:00 am; 0 ;;;;;
Jul 23, 03:00 am,0;;Jul 23;;Jul;23;03:00 am; 0 ;;;;Jul;23;03:00 am; 0 ;;;;;
Jul 23, 04:00 am,0;;Jul 23;;Jul;23;04:00 am; 0 ;;;;Jul;23;04:00 am; 0 ;;;;;
Jul 23, 05:00 am,4;;Jul 23;;Jul;23;05:00 am; 4 ;;;;Jul;23;05:00 am; 4 ;;;;;
Jul 23, 06:00 am,5;;Jul 23;;Jul;23;06:00 am; 5 ;;;;Jul;23;06:00 am; 5 ;;;;;
Jul 23, 07:00 am,16;;Jul 23;;Jul;23;07:00 am; 16 ;;;;Jul;23;07:00 am; 16 ;;;;;
Jul 23, 08:00 am,27;;Jul 23;;Jul;23;08:00 am; 27 ;;;;Jul;23;08:00 am; 27 ;;;;;
Jul 23, 09:00 am,71;;Jul 23;;Jul;23;09:00 am; 71 ;;;;Jul;23;09:00 am; 71 ;;;;;
Jul 23, 10:00 am,47;;Jul 23;;Jul;23;10:00 am; 47 ;;;;Jul;23;10:00 am; 47 ;;;;;
Jul 23, 11:00 am,39;;Jul 23;;Jul;23;11:00 am; 39 ;;;;Jul;23;11:00 am; 39 ;;;;;
Jul 23, 12:00 pm,141;;Jul 23;;Jul;23;12:00 pm; 141 ;;;;Jul;23;12:00 pm; 141 ;;;;;
Jul 23, 01:00 pm,94;;Jul 23;;Jul;23;01:00 pm; 94 ;;;;Jul;23;01:00 pm; 94 ;;;;;
Jul 23, 02:00 pm,171;;Jul 23;;Jul;23;02:00 pm; 171 ;;;;Jul;23;02:00 pm; 171 ;;;;;
Jul 23, 03:00 pm,135;;Jul 23;;Jul;23;03:00 pm; 135 ;;;;Jul;23;03:00 pm; 135 ;;;;;
Jul 23, 04:00 pm,127;;Jul 23;;Jul;23;04:00 pm; 127 ;;;;Jul;23;04:00 pm; 127 ;;;;;
Jul 23, 05:00 pm,118;;Jul 23;;Jul;23;05:00 pm; 118 ;;;;Jul;23;05:00 pm; 118 ;;;;;
Jul 23, 06:00 pm,57;;Jul 23;;Jul;23;06:00 pm; 57 ;;;;Jul;23;06:00 pm; 57 ;;;;;
Jul 23, 07:00 pm,114.355;;Jul 23;;Jul;23;07:00 pm; 114.355 ;;;;Jul;23;07:00 pm; 114.355 ;;;;;
Jul 23, 08:00 pm,23.9747;;Jul 23;;Jul;23;08:00 pm; 23.9747 ;;;;Jul;23;08:00 pm; 23.9747 ;;;;;
Jul 23, 09:00 pm,0;;Jul 23;;Jul;23;09:00 pm; 0 ;;;;Jul;23;09:00 pm; 0 ;;;;;
Jul 23, 10:00 pm,0;;Jul 23;;Jul;23;10:00 pm; 0 ;;;;Jul;23;10:00 pm; 0 ;;;;;
Jul 23, 11:00 pm,0;;Jul 23;;Jul;23;11:00 pm; 0 ;;;;Jul;23;11:00 pm; 0 ;;;;;
Jul 24, 12:00 am,0;;Jul 24;;Jul;24;12:00 am; 0 ;;;;Jul;24;12:00 am; 0 ;;;;;
Jul 24, 01:00 am,0;;Jul 24;;Jul;24;01:00 am; 0 ;;;;Jul;24;01:00 am; 0 ;;;;;
Jul 24, 02:00 am,0;;Jul 24;;Jul;24;02:00 am; 0 ;;;;Jul;24;02:00 am; 0 ;;;;;
Jul 24, 03:00 am,0;;Jul 24;;Jul;24;03:00 am; 0 ;;;;Jul;24;03:00 am; 0 ;;;;;
Jul 24, 04:00 am,0;;Jul 24;;Jul;24;04:00 am; 0 ;;;;Jul;24;04:00 am; 0 ;;;;;
Jul 24, 05:00 am,11;;Jul 24;;Jul;24;05:00 am; 11 ;;;;Jul;24;05:00 am; 11 ;;;;;
Jul 24, 06:00 am,21;;Jul 24;;Jul;24;06:00 am; 21 ;;;;Jul;24;06:00 am; 21 ;;;;;
Jul 24, 07:00 am,76;;Jul 24;;Jul;24;07:00 am; 76 ;;;;Jul;24;07:00 am; 76 ;;;;;
Jul 24, 08:00 am,172.093;;Jul 24;;Jul;24;08:00 am; 172.093 ;;;;Jul;24;08:00 am; 172.093 ;;;;;
Jul 24, 09:00 am,374.205;;Jul 24;;Jul;24;09:00 am; 374.205 ;;;;Jul;24;09:00 am; 374.205 ;;;;;
Jul 24, 10:00 am,553.28;;Jul 24;;Jul;24;10:00 am; 553.28 ;;;;Jul;24;10:00 am; 553.28 ;;;;;
Jul 24, 11:00 am,447.691;;Jul 24;;Jul;24;11:00 am; 447.691 ;;;;Jul;24;11:00 am; 447.691 ;;;;;
Jul 24, 12:00 pm,467.358;;Jul 24;;Jul;24;12:00 pm; 467.358 ;;;;Jul;24;12:00 pm; 467.358 ;;;;;
Jul 24, 01:00 pm,221.581;;Jul 24;;Jul;24;01:00 pm; 221.581 ;;;;Jul;24;01:00 pm; 221.581 ;;;;;
Jul 24, 02:00 pm,474.91;;Jul 24;;Jul;24;02:00 pm; 474.91 ;;;;Jul;24;02:00 pm; 474.91 ;;;;;
Jul 24, 03:00 pm,306.569;;Jul 24;;Jul;24;03:00 pm; 306.569 ;;;;Jul;24;03:00 pm; 306.569 ;;;;;
Jul 24, 04:00 pm,85;;Jul 24;;Jul;24;04:00 pm; 85 ;;;;Jul;24;04:00 pm; 85 ;;;;;
Jul 24, 05:00 pm,50;;Jul 24;;Jul;24;05:00 pm; 50 ;;;;Jul;24;05:00 pm; 50 ;;;;;
Jul 24, 06:00 pm,29;;Jul 24;;Jul;24;06:00 pm; 29 ;;;;Jul;24;06:00 pm; 29 ;;;;;
Jul 24, 07:00 pm,5;;Jul 24;;Jul;24;07:00 pm; 5 ;;;;Jul;24;07:00 pm; 5 ;;;;;
Jul 24, 08:00 pm,3;;Jul 24;;Jul;24;08:00 pm; 3 ;;;;Jul;24;08:00 pm; 3 ;;;;;
Jul 24, 09:00 pm,0;;Jul 24;;Jul;24;09:00 pm; 0 ;;;;Jul;24;09:00 pm; 0 ;;;;;
Jul 24, 10:00 pm,0;;Jul 24;;Jul;24;10:00 pm; 0 ;;;;Jul;24;10:00 pm; 0 ;;;;;
Jul 24, 11:00 pm,0;;Jul 24;;Jul;24;11:00 pm; 0 ;;;;Jul;24;11:00 pm; 0 ;;;;;
Jul 25, 12:00 am,0;;Jul 25;;Jul;25;12:00 am; 0 ;;;;Jul;25;12:00 am; 0 ;;;;;
Jul 25, 01:00 am,0;;Jul 25;;Jul;25;01:00 am; 0 ;;;;Jul;25;01:00 am; 0 ;;;;;
Jul 25, 02:00 am,0;;Jul 25;;Jul;25;02:00 am; 0 ;;;;Jul;25;02:00 am; 0 ;;;;;
Jul 25, 03:00 am,0;;Jul 25;;Jul;25;03:00 am; 0 ;;;;Jul;25;03:00 am; 0 ;;;;;
Jul 25, 04:00 am,0;;Jul 25;;Jul;25;04:00 am; 0 ;;;;Jul;25;04:00 am; 0 ;;;;;
Jul 25, 05:00 am,14;;Jul 25;;Jul;25;05:00 am; 14 ;;;;Jul;25;05:00 am; 14 ;;;;;
Jul 25, 06:00 am,4;;Jul 25;;Jul;25;06:00 am; 4 ;;;;Jul;25;06:00 am; 4 ;;;;;
Jul 25, 07:00 am,121.911;;Jul 25;;Jul;25;07:00 am; 121.911 ;;;;Jul;25;07:00 am; 121.911 ;;;;;
Jul 25, 08:00 am,9;;Jul 25;;Jul;25;08:00 am; 9 ;;;;Jul;25;08:00 am; 9 ;;;;;
Jul 25, 09:00 am,195.566;;Jul 25;;Jul;25;09:00 am; 195.566 ;;;;Jul;25;09:00 am; 195.566 ;;;;;
Jul 25, 10:00 am,106;;Jul 25;;Jul;25;10:00 am; 106 ;;;;Jul;25;10:00 am; 106 ;;;;;
Jul 25, 11:00 am,293.464;;Jul 25;;Jul;25;11:00 am; 293.464 ;;;;Jul;25;11:00 am; 293.464 ;;;;;
Jul 25, 12:00 pm,256.033;;Jul 25;;Jul;25;12:00 pm; 256.033 ;;;;Jul;25;12:00 pm; 256.033 ;;;;;
Jul 25, 01:00 pm,237.942;;Jul 25;;Jul;25;01:00 pm; 237.942 ;;;;Jul;25;01:00 pm; 237.942 ;;;;;
Jul 25, 02:00 pm,510.485;;Jul 25;;Jul;25;02:00 pm; 510.485 ;;;;Jul;25;02:00 pm; 510.485 ;;;;;
Jul 25, 03:00 pm,281.024;;Jul 25;;Jul;25;03:00 pm; 281.024 ;;;;Jul;25;03:00 pm; 281.024 ;;;;;
Jul 25, 04:00 pm,240.791;;Jul 25;;Jul;25;04:00 pm; 240.791 ;;;;Jul;25;04:00 pm; 240.791 ;;;;;
Jul 25, 05:00 pm,165.828;;Jul 25;;Jul;25;05:00 pm; 165.828 ;;;;Jul;25;05:00 pm; 165.828 ;;;;;
